issue_id,issue_key,resolution,issue_status,issue_type,created_date,resolution_date,description,organisation,load_date
"13873","SD-3855","Done","Closed","Incident","2023-08-31T09:37:26.055+1200","2023-09-25T11:13:48.118+1300","NZGT- Veeam 365 user Onedrive backup warning ","NZGT","2023-10-01"
"13872","SD-3854","Done","Closed","Incident","2023-08-31T09:36:10.558+1200","2023-09-01T07:25:03.732+1200","NZGT -  Exchange backup veeam 365 frozen","NZGT","2023-10-01"
"13871","SD-3853","Done","Closed","Incident","2023-08-31T09:07:53.963+1200","2023-09-06T08:29:14.034+1200","Patient-0 Malicious File Download Alert from the Zscaler Cloud Sandbox","Generate Investment Holdings","2023-10-01"
"12577","SD-2559","Duplicate","Closed","Service Request","2023-04-26T10:43:44.712+1200","2023-04-26T10:49:16.459+1200","Incident INC0223468 assigned to your squad: Active Directory Services - Create a new AD security Group for :- Phenom  Admin Site Staging","The Warehouse Group","2023-10-01"
"12576","SD-2558","Won't Do","Closed","Change","2023-04-26T09:45:15.887+1200","2023-05-16T09:35:01.976+1200","[NZGT] SQL server reporting server patching","NZGT","2023-10-01"
"12575","SD-2557","Done","Closed","Service Request","2023-04-26T09:38:43.629+1200","2023-05-01T15:46:50.595+1200","Incident INC0223638 assigned to your squad: When trying to access Sharepoint files, it says that account is not found and trying to open Office365 from the Okta","The Warehouse Group","2023-10-01"
"12574","SD-2556","Declined","Closed","Service Request","2023-04-24T16:21:39.657+1200","2023-04-26T11:29:47.578+1200","Incident INC0222998 assigned to your squad: Change site location for OnLocation","The Warehouse Group","2023-10-01"
"12573","SD-2555","Duplicate","Closed","Service Request","2023-04-24T15:53:28.854+1200","2023-04-24T16:01:56.177+1200","Incident INC0223141  has a new comment","The Warehouse Group","2023-10-01"
"12572","SD-2554","Done","Closed","Service Request","2023-04-24T15:05:10.548+1200","2023-08-08T09:31:58.317+1200","Incident INC0223141 assigned to your squad: OKTA Authentication Fail for C3 Reservations Tile (TWGouptraining)","The Warehouse Group","2023-10-01"
"12571","SD-2553","Done","Closed","Service Request","2023-04-24T13:52:46.052+1200","2023-04-26T11:20:22.167+1200","Incident INC0223468 assigned to your squad: Active Directory Services - Create a new AD security Group for :- Phenom  Admin Site Staging","The Warehouse Group","2023-10-01"
"12570","SD-2552","Done","Closed","Service Request","2023-04-24T10:26:08.593+1200","2023-05-02T12:13:56.019+1200","AzureDevops access","EMA","2023-10-01"
"12569","SD-2551","Done","Closed","Problem","2023-04-21T17:17:57.646+1200","2023-04-28T18:33:39.889+1200","NZGT - OneDrive backup warnings","NZGT","2023-10-01"
"12568","SD-2550","","Pending","Change","2023-04-21T16:09:48.603+1200","","Rotate all passwords and secrets in lastpass","Kordia","2023-10-01"
"12567","SD-2549","Done","Closed","Problem","2023-04-21T15:34:49.478+1200","2023-04-21T15:47:10.153+1200","TWG Okta ActiveDirectory user import errors","The Warehouse Group","2023-10-01"
"12566","SD-2548","Duplicate","Closed","Incident","2023-04-21T14:59:48.544+1200","2023-06-30T16:10:26.658+1200","LIC - licazebatchp01 Azure Site Recovery in critical state","LIC","2023-10-01"
"12565","SD-2547","Done","Closed","Service Request","2023-04-21T14:17:21.078+1200","2023-04-21T15:34:41.561+1200","Secret Server - Weekly User Management Check","The Warehouse Group","2023-10-01"
"12564","SD-2546","Done","Closed","Service Request","2023-04-21T10:29:30.447+1200","2023-05-03T16:26:46.313+1200","[EMA] Azure Devops Org User Add/Delete","EMA","2023-10-01"
"12563","SD-2545","Done","Closed","Service Request","2023-04-21T09:30:02.306+1200","2023-05-08T12:17:15.137+1200","SecureFTX patching - HDC","HDC","2023-10-01"
"12562","SD-2544","Done","Closed","Service Request","2023-04-21T09:06:21.622+1200","2023-05-11T18:47:36.594+1200","T20230421.0012 -  Unable to login- error - Colin Gates","NZGT","2023-10-01"
"12561","SD-2543","Won't Do","Closed","Service Request","2023-04-20T16:53:08.061+1200","2023-04-24T15:33:53.067+1200","Incident INC0223031 assigned to your squad: Okta account locked","The Warehouse Group","2023-10-01"
"12560","SD-2542","Won't Do","Closed","Service Request","2023-04-20T15:05:46.096+1200","2023-04-20T15:27:11.119+1200","NZGT Surface Builds","NZGT","2023-10-01"
"12559","SD-2541","Done","Closed","Service Request","2023-04-20T14:56:46.976+1200","2023-05-25T16:02:37.575+1200","Kordia SecOps Customer Advisory - CVE-2023-2136 – Google Chrome Zero Day ","Kordia","2023-10-01"
"12558","SD-2540","Done","Closed","Service Request","2023-04-20T14:48:32.518+1200","2023-04-20T15:06:22.415+1200","TWG User account import errors payroll","The Warehouse Group","2023-10-01"
"12557","SD-2539","Won't Do","Closed","Service Request","2023-04-20T14:39:52.087+1200","2023-06-16T09:45:57.994+1200","T20230420.0096 - Outlook iManage issue","NZGT","2023-10-01"
"12556","SD-2538","Done","Closed","Service Request","2023-04-20T13:55:12.529+1200","2023-05-04T11:32:03.163+1200","Generate Investment Holdings Ltd |  Agent on gencefssaue01 Offline For More Than 20 Hours   ","Generate Investment Holdings","2023-10-01"
"12555","SD-2537","Done","Closed","Service Request","2023-04-20T10:47:17.433+1200","2023-05-02T14:03:09.081+1200","[ICG] VM Restore Test for ICG","Soar Communications","2023-10-01"
"12554","SD-2536","Done","Closed","Service Request","2023-04-19T15:09:01.623+1200","2023-04-19T15:30:43.033+1200","Add 1 x M365 Business Standard license","Kordia","2023-10-01"
"12553","SD-2535","Duplicate","Closed","Service Request","2023-04-19T12:58:09.145+1200","2023-04-20T08:59:07.786+1200","Incident INC0222524  has a new comment","The Warehouse Group","2023-10-01"
"12552","SD-2534","Duplicate","Closed","Service Request","2023-04-19T12:58:06.604+1200","2023-04-20T10:16:25.554+1200","Incident INC0222579  has a new comment","The Warehouse Group","2023-10-01"
"12551","SD-2533","Duplicate","Closed","Service Request","2023-04-19T12:58:03.868+1200","2023-04-20T10:15:16.145+1200","Incident INC0222580  has a new comment","The Warehouse Group","2023-10-01"
"12550","SD-2532","Duplicate","Closed","Service Request","2023-04-19T12:58:00.712+1200","2023-04-20T09:00:33.581+1200","Incident INC0222687  has a new comment","The Warehouse Group","2023-10-01"
"12549","SD-2531","Duplicate","Closed","Service Request","2023-04-19T12:57:57.352+1200","2023-04-20T10:09:45.320+1200","Incident INC0222629  has a new comment","The Warehouse Group","2023-10-01"
"12548","SD-2530","Duplicate","Closed","Service Request","2023-04-19T12:57:54.493+1200","2023-04-20T10:11:50.833+1200","Incident INC0222623  has a new comment","The Warehouse Group","2023-10-01"
"12547","SD-2529","Duplicate","Closed","Service Request","2023-04-19T12:57:51.440+1200","2023-04-19T16:26:01.328+1200","Incident INC0222690  has a new comment","The Warehouse Group","2023-10-01"
"12546","SD-2528","Done","Closed","Service Request","2023-04-19T11:19:39.058+1200","2023-05-15T10:41:36.402+1200","LIC certificate for the run as account expires in 28 days","LIC","2023-10-01"
"12545","SD-2527","Done","Closed","Service Request","2023-04-19T11:15:24.690+1200","2023-04-20T10:04:45.650+1200","licazsbakupi01 - Veeam VBA nginx 502 Bad Gateway","LIC","2023-10-01"
"12544","SD-2526","Duplicate","Closed","Service Request","2023-04-19T11:13:12.655+1200","2023-04-24T15:32:11.106+1200","Incident INC0222690 assigned to your squad: OKTA/ECS Access error \"Server error in /IWA Application\"","The Warehouse Group","2023-10-01"
"12543","SD-2525","Won't Do","Closed","Service Request","2023-04-19T11:05:05.777+1200","2023-04-24T15:08:24.336+1200","Incident INC0222687 assigned to your squad: OKTA/ECS Access error \"Server error in /IWA Application\"","The Warehouse Group","2023-10-01"
"12542","SD-2524","Won't Do","Closed","Service Request","2023-04-19T09:25:32.887+1200","2023-04-24T15:07:39.945+1200","Incident INC0222629 assigned to your squad: The user is facing a runtime error in Okta (attachment).","The Warehouse Group","2023-10-01"
"12541","SD-2523","Done","Closed","Service Request","2023-04-19T09:18:58.186+1200","2023-04-19T12:59:23.804+1200","Incident INC0222623 assigned to your squad: OKTA not working comes up with logon errors as per attached image.","The Warehouse Group","2023-10-01"
"12540","SD-2522","Duplicate","Closed","Service Request","2023-04-19T08:49:31.118+1200","2023-04-24T14:44:23.632+1200","Incident INC0222604 assigned to your squad: 897 SIDC user Sarah Foster can't open Okta - Server Error in IWA Application","The Warehouse Group","2023-10-01"
"12539","SD-2521","Duplicate","Closed","Service Request","2023-04-19T08:19:57.646+1200","2023-04-24T14:44:06.739+1200","Incident INC0222585 assigned to your squad: 897 SIDC user Dantia Clark can't open Okta - Server Error in IWA Application","The Warehouse Group","2023-10-01"
"12538","SD-2520","Duplicate","Closed","Service Request","2023-04-19T08:04:36.301+1200","2023-04-24T14:43:43.265+1200","Incident INC0222580 assigned to your squad: 897 SIDC user Rivindu Dassanayake can't open Okta - Server Error in IWA Application","The Warehouse Group","2023-10-01"
"12537","SD-2519","Won't Do","Closed","Service Request","2023-04-19T08:04:24.791+1200","2023-04-24T15:07:01.588+1200","Incident INC0222579 assigned to your squad: 897 SIDC user Dan Koster can't open Okta - Server Error in IWA Application","The Warehouse Group","2023-10-01"
"12536","SD-2518","Won't Do","Closed","Service Request","2023-04-18T16:55:12.603+1200","2023-04-24T15:06:12.679+1200","Incident INC0222524 assigned to your squad: Not able to login to okta , having server issues","The Warehouse Group","2023-10-01"
"12535","SD-2517","Done","Closed","Change","2023-04-18T16:35:22.530+1200","2023-04-20T15:05:34.445+1200","[Electra] Deploy New Azure S2S VPN Tunnel to PM site","Electra","2023-10-01"
"12534","SD-2516","Duplicate","Closed","Service Request","2023-04-18T13:00:37.820+1200","2023-04-18T13:21:49.131+1200","RE: T20230418.0087 - Unable to access Remote session","NZGT","2023-10-01"
"12533","SD-2515","Won't Do","Closed","Service Request","2023-04-18T12:47:56.990+1200","2023-04-27T10:05:33.114+1200","T20230418.0087 - Unable to access Remote session","NZGT","2023-10-01"
"12532","SD-2514","Duplicate","Closed","Service Request","2023-04-18T09:55:11.706+1200","2023-04-18T10:19:31.338+1200","Incident INC0221545  has a new comment","The Warehouse Group","2023-10-01"
"12531","SD-2513","Done","Closed","Service Request","2023-04-18T06:16:33.088+1200","2023-04-27T16:34:28.429+1200","Request to create new template for User Stories under Azure B2C project","EMA","2023-10-01"
"12530","SD-2512","Duplicate","Closed","Service Request","2023-04-18T04:36:47.822+1200","2023-04-18T04:42:19.493+1200","Incident INC0222188  has a new comment","The Warehouse Group","2023-10-01"
"12529","SD-2511","Duplicate","Closed","Service Request","2023-04-17T14:27:17.849+1200","2023-04-17T18:31:36.875+1200","Incident INC0222188  has a new comment","The Warehouse Group","2023-10-01"
"12528","SD-2510","Done","Closed","Service Request","2023-04-17T14:24:38.476+1200","2023-04-18T13:39:04.237+1200","Add Billing Reader roles to users ","KiwiRail","2023-10-01"
"12527","SD-2509","Done","Closed","Service Request","2023-04-17T13:57:43.674+1200","2023-05-15T10:36:08.254+1200","FW: Unable to deploy to Azure","NZHL","2023-10-01"
"12526","SD-2508","Duplicate","Closed","Service Request","2023-04-17T12:59:26.476+1200","2023-04-24T15:05:14.064+1200","Incident INC0222188 assigned to your squad: User is unable to sign into OKTA","The Warehouse Group","2023-10-01"
"12525","SD-2507","Done","Closed","Service Request","2023-04-17T11:26:18.665+1200","2023-05-30T09:45:39.770+1200","Incident INC0221545 assigned to your squad: Myself and many other users getting SAML Authentication Error while logging in to Manhattan Active Omni through OKTA","The Warehouse Group","2023-10-01"
"12524","SD-2506","Done","Closed","Service Request","2023-04-17T10:24:33.070+1200","2023-05-18T19:01:30.664+1200","Incident INC0222164 assigned to your squad: Tidy up Secret Server Unlimited Administrators","The Warehouse Group","2023-10-01"
"12523","SD-2505","Done","Closed","Service Request","2023-04-17T10:01:47.571+1200","2023-04-19T09:05:45.052+1200","Incident INC0221962 assigned to your squad: Not able to access secret server space. Need help with the password reset for secret server.","The Warehouse Group","2023-10-01"
"12522","SD-2504","Duplicate","Closed","Service Request","2023-04-15T20:43:18.885+1200","2023-04-24T14:34:15.325+1200","Kordia SecOps Customer Advisory - CVE-2023-2033 – Google Chrome Zero Day ","Kordia","2023-10-01"
"12521","SD-2503","Done","Closed","Service Request","2023-04-14T15:37:34.137+1200","2023-04-14T16:00:20.407+1200","FW:  SecureFTX file sharing issue ???!","HDC","2023-10-01"
"12520","SD-2502","Done","Closed","Service Request","2023-04-14T15:19:51.136+1200","2023-04-17T17:11:43.647+1200","Issue on Application Gateway 403 Forbidden error","Southern Cross","2023-10-01"
"12519","SD-2501","Done","Closed","Service Request","2023-04-14T12:40:42.444+1200","2023-04-14T19:49:08.861+1200","Additional SCG VDI user - icg-avd-pd-aue-01-ws","Soar Communications","2023-10-01"
"12518","SD-2500","Done","Closed","Service Request","2023-04-14T11:55:33.462+1200","2023-04-19T08:51:19.268+1200","TWG - Okta Directory integrations user import Errors","The Warehouse Group","2023-10-01"
"12516","SD-2498","Duplicate","Closed","Change","2023-04-14T11:33:32.914+1200","2023-04-24T09:06:11.534+1200","[Electra] SQL patching on elbcdbpdaue01","Electra","2023-10-01"
"12515","SD-2497","Done","Closed","Service Request","2023-04-14T09:18:42.940+1200","2023-04-14T19:50:44.463+1200","Secret Server - Weekly User Management Check","The Warehouse Group","2023-10-01"
"12514","SD-2496","Done","Closed","Service Request","2023-04-13T16:33:48.315+1200","2023-04-13T18:50:57.011+1200","NZGT SMTP Relay: Restart Prod Dynamics servers","NZGT","2023-10-01"
"12513","SD-2495","Duplicate","Closed","Service Request","2023-04-13T16:25:52.188+1200","2023-06-19T15:23:46.194+1200","Review Aura Security Audit Report - SecureFTX for HDC","HDC","2023-10-01"
"12512","SD-2494","Duplicate","Closed","Service Request","2023-04-13T16:19:07.956+1200","2023-04-14T09:10:23.802+1200","RE: Database Space requirement","EMA","2023-10-01"
"12511","SD-2493","Duplicate","Closed","Service Request","2023-04-13T15:14:43.096+1200","2023-04-14T09:10:26.520+1200","Re: Database Space requirement","EMA","2023-10-01"
"12510","SD-2492","Done","Closed","Service Request","2023-04-13T14:46:19.046+1200","2023-04-24T08:58:43.307+1200","[NZGT] T20230331.0129 - RPT file back up","NZGT","2023-10-01"
"12509","SD-2491","Done","Closed","Service Request","2023-04-13T12:23:37.744+1200","2023-04-13T13:32:30.703+1200","[EMA] Azure DevOps dynamics-crm Project Access","EMA","2023-10-01"
"12508","SD-2490","Done","Closed","Service Request","2023-04-13T10:05:43.753+1200","2023-04-13T16:18:21.045+1200","TWG - Okta Directory integrations user import","The Warehouse Group","2023-10-01"
"12507","SD-2489","Done","Closed","Change","2023-04-13T09:49:50.361+1200","2023-04-13T19:38:47.697+1200","[NZGT] SQL patching on nzcrmsqldev01, nzcrmprdprort01","NZGT","2023-10-01"
"12506","SD-2488","Done","Closed","Service Request","2023-04-13T08:51:59.473+1200","2023-04-13T10:13:46.485+1200","FW: [EXTERNAL] Re: 2 extra office E3 licenses please","Kordia","2023-10-01"
"12505","SD-2487","Done","Closed","Service Request","2023-04-12T18:06:06.605+1200","2023-05-29T14:54:33.669+1200","FW: Database Space requirement","EMA","2023-10-01"
"12504","SD-2486","Done","Closed","Service Request","2023-04-12T17:31:40.828+1200","2023-04-13T10:18:57.829+1200","Incident INC0221430 assigned to your squad: AD Group not working as part of Snowflake auto provisioning","The Warehouse Group","2023-10-01"
"12503","SD-2485","Done","Closed","Service Request","2023-04-12T16:52:04.202+1200","2023-04-17T11:16:40.428+1200","Incident INC0221286 assigned to your squad: Active Directory Services - Add users to AD group -   .TWG Okta SmartRecruiters SandBox","The Warehouse Group","2023-10-01"
"12502","SD-2484","Done","Closed","Change","2023-04-12T15:41:01.160+1200","2023-04-13T13:13:02.258+1200","Update SSH configuration for NZ-backup02","NZGT","2023-10-01"
"12501","SD-2483","","Planning","Change","2023-04-12T15:39:37.791+1200","","Configure NSG for VBA (nz-backup03) subnet","NZGT","2023-10-01"
"12500","SD-2482","Done","Closed","Service Request","2023-04-12T15:09:44.066+1200","2023-04-26T16:15:16.754+1200","FW: [EXTERNAL] Error on Azure Gateway ?","Southern Cross","2023-10-01"
"12499","SD-2481","Done","Closed","Service Request","2023-04-12T14:31:10.318+1200","2023-05-09T09:53:25.174+1200","[EMA] CRM Sharepoint Sites Request","EMA","2023-10-01"
"12498","SD-2480","Done","Closed","Change","2023-04-12T14:11:34.952+1200","2023-05-01T07:52:29.831+1200","NZGT: Patching of Google Chrome < 112.0.5615.49 ","NZGT","2023-10-01"
"12497","SD-2479","Won't Do","Closed","Service Request","2023-04-12T13:43:33.355+1200","2023-04-13T13:10:48.394+1200","[Kordia Corp] Host Not Reporting for at least 5 minutes on 'WINDBT39'","Kordia","2023-10-01"
"12496","SD-2478","Done","Closed","Service Request","2023-04-12T10:52:59.147+1200","2023-04-12T16:10:14.406+1200","FW: New license for cloud pc","EMA","2023-10-01"
"12495","SD-2477","Duplicate","Closed","Service Request","2023-04-12T10:42:02.942+1200","2023-04-12T14:56:14.146+1200","RE: INX0590340 -  NZGT: WYSE terminal issues","NZGT","2023-10-01"
"12494","SD-2476","Done","Closed","Service Request","2023-04-12T10:05:48.624+1200","2023-04-12T11:03:48.418+1200","Incident INC0221323 assigned to your squad: Please add user to AD group: .TWG Okta Oracle Dev5","The Warehouse Group","2023-10-01"
"12493","SD-2475","Won't Do","Closed","Service Request","2023-04-12T08:05:43.276+1200","2023-04-12T08:33:35.669+1200","RE: T20230412.0032 - iManage not working","NZGT","2023-10-01"
"12492","SD-2474","","In Progress","Service Request","2023-04-11T17:03:39.020+1200","","Azure DevOps Process and Governance Establishment with Vendors","EMA","2023-10-01"
"12491","SD-2473","Done","Closed","Service Request","2023-04-11T16:20:58.839+1200","2023-04-12T14:28:57.549+1200","Incident INC0221207 assigned to your squad: Request to add credentials to SecretServer","The Warehouse Group","2023-10-01"
"12490","SD-2472","Done","Closed","Change","2023-04-11T15:53:41.997+1200","2023-04-26T14:44:17.770+1200","INC0221113 - TWG - Cloudflare rules to prevent external API access can be easily bypassed","The Warehouse Group","2023-10-01"
"12489","SD-2471","Done","Closed","Service Request","2023-04-11T14:23:17.489+1200","2023-05-24T11:08:23.400+1200","Incident INC0221187 assigned to your squad: Otka mobile management to be enabled","The Warehouse Group","2023-10-01"
"12488","SD-2470","Won't Do","Closed","Service Request","2023-04-11T13:47:36.414+1200","2023-04-11T14:25:09.827+1200","TWG- DDoS Attack Alert (nlg.co.nz) ","The Warehouse Group","2023-10-01"
"12487","SD-2469","Done","Closed","Service Request","2023-04-11T12:51:47.832+1200","2023-04-26T16:15:37.105+1200","FW: [EXTERNAL] INC0105010 - Issues with Azure WAF","Southern Cross","2023-10-01"
"12486","SD-2468","Done","Closed","Service Request","2023-04-11T12:40:24.602+1200","2023-04-11T14:08:09.056+1200","NZHL - Veeam VBA security patch update","NZHL","2023-10-01"
"12485","SD-2467","Done","Closed","Service Request","2023-04-11T12:28:14.175+1200","2023-04-28T13:48:41.216+1200","T20230330.0075 - Add an NZGT Favourite for MS Password Reset","NZGT","2023-10-01"
"12484","SD-2466","Done","Closed","Service Request","2023-04-11T12:26:28.961+1200","2023-05-08T09:00:38.487+1200","AVD iManage Outlook add-in","NZGT","2023-10-01"
"12483","SD-2465","Duplicate","Closed","Service Request","2023-04-11T10:47:06.640+1200","2023-04-11T10:51:12.460+1200","Incident INC0220934  has a new comment","The Warehouse Group","2023-10-01"
"12482","SD-2464","Done","Closed","Service Request","2023-04-11T10:25:40.104+1200","2023-04-21T17:47:12.391+1200","FW: TWG Okta config - MS-Azure AD","The Warehouse Group","2023-10-01"
"12481","SD-2463","Done","Closed","Service Request","2023-04-11T09:28:42.490+1200","2023-06-01T10:29:10.949+1200","[NZGT] Defender Failing checks","NZGT","2023-10-01"
"12480","SD-2462","Done","Closed","Service Request","2023-04-10T10:43:14.799+1200","2023-04-12T09:45:49.818+1200","Incident INC0220606 assigned to your squad: Security database on the server does not have a computer account for this Workstation trust relationship","The Warehouse Group","2023-10-01"
"12479","SD-2461","Done","Closed","Service Request","2023-04-10T04:55:36.142+1200","2023-04-11T10:51:33.672+1200","Incident INC0220934 assigned to your squad: Remove Order for Jaimin Soni of Secret Server","The Warehouse Group","2023-10-01"
"12478","SD-2460","Done","Closed","Service Request","2023-04-08T15:05:50.982+1200","2023-04-11T07:29:30.423+1200","Kordia SecOps Customer Advisory - Apple Zero-Day in WebKit and IOSurfaceAccelerator","Kordia","2023-10-01"
"12477","SD-2459","Done","Closed","Service Request","2023-04-07T14:36:45.950+1200","2023-04-11T08:51:21.902+1200","Sealink 2x M365 E5 licenses","Sealink","2023-10-01"
"12476","SD-2458","Done","Closed","Service Request","2023-04-07T01:08:14.492+1200","2023-04-11T10:53:16.321+1200","Incident INC0220680 assigned to your squad: Remove Order for Michael Foot of Secret Server","The Warehouse Group","2023-10-01"
"12475","SD-2457","Done","Closed","Service Request","2023-04-06T12:30:58.366+1200","2023-04-12T12:06:23.720+1200","Incident INC0220555 assigned to your squad: Dale Arbuckle (317511) needs to be reinstated in Workplace","The Warehouse Group","2023-10-01"
"12474","SD-2456","Done","Closed","Service Request","2023-04-06T12:30:53.018+1200","2023-04-12T15:23:06.218+1200","Incident INC0219494 assigned to your squad:  The user is not able to access execute and it throws a login error in Okta apps. Attached is the screenshot.","The Warehouse Group","2023-10-01"
"12473","SD-2455","Done","Closed","Service Request","2023-04-06T11:56:53.850+1200","2023-04-13T17:04:42.697+1200","[EMA] CRM Dev/SIT Sandbox - Approval Mailbox","EMA","2023-10-01"
"12472","SD-2454","Done","Resolved","Change","2023-04-06T10:38:52.891+1200","2023-04-26T09:41:19.927+1200","LIC Patching Batch Prod & MF Licensing Southeast 2023-03-01","LIC","2023-10-01"
"12471","SD-2453","Done","Resolved","Change","2023-04-06T10:24:58.410+1200","2023-04-21T08:55:54.289+1200","LIC Patching Batch Accp 2023-04-20","LIC","2023-10-01"
"12470","SD-2452","Done","Closed","Service Request","2023-04-06T10:03:36.525+1200","2023-04-06T10:22:38.027+1200","Secret Server - Weekly User Management Check","The Warehouse Group","2023-10-01"
"12469","SD-2451","Done","Closed","Service Request","2023-04-06T09:53:01.649+1200","2023-04-06T11:09:28.563+1200","Incident INC0220552 assigned to your squad: Remove Order for Terri Clayton of Secret Server","The Warehouse Group","2023-10-01"
"12468","SD-2450","Duplicate","Closed","Service Request","2023-04-06T08:53:13.168+1200","2023-04-06T15:25:44.261+1200","Incident INC0220416  has a new comment","The Warehouse Group","2023-10-01"
"12467","SD-2449","Done","Closed","Service Request","2023-04-06T07:58:08.404+1200","2023-04-06T16:13:36.627+1200","Incident INC0220416 assigned to your squad: Access to Jumpbox with ADM account","The Warehouse Group","2023-10-01"
"12466","SD-2448","Duplicate","Closed","Service Request","2023-04-06T07:58:05.675+1200","2023-04-06T14:28:17.260+1200","Incident INC0220416  has a new comment","The Warehouse Group","2023-10-01"
"12465","SD-2447","Done","Closed","Change","2023-04-05T15:40:47.076+1200","2023-04-18T10:02:37.242+1200","LIC Patching Batch Dev & MF Licensing East 2023-04-18","LIC","2023-10-01"
"12464","SD-2446","Done","Closed","Service Request","2023-04-05T15:01:54.841+1200","2023-04-05T15:04:40.638+1200","TWG Secret Server - TWG Salesforce folder permission","The Warehouse Group","2023-10-01"
"12463","SD-2445","Duplicate","Closed","Service Request","2023-04-05T14:11:58.004+1200","2023-04-06T11:48:44.214+1200","Re: Testing Permissions on Azure DevOps","EMA","2023-10-01"
"12462","SD-2444","Done","Closed","Service Request","2023-04-05T12:01:17.783+1200","2023-04-05T12:26:12.952+1200","Graph missing data in AWS Cloudwatch dashboard - Metlifecare","Metlifecare","2023-10-01"
"12460","SD-2443","Duplicate","Closed","Service Request","2023-04-05T10:25:47.854+1200","2023-04-05T12:23:44.212+1200","Additonal comments has been added for Task SCTASK0064105 - Secret Server","The Warehouse Group","2023-10-01"
"12459","SD-2442","Done","Closed","Service Request","2023-04-05T10:20:35.036+1200","2023-04-05T12:22:50.979+1200","Catalog Task SCTASK0064105 for Secret Server has been assigned to group Secret Server Support","The Warehouse Group","2023-10-01"
"12458","SD-2441","Duplicate","Closed","Service Request","2023-04-04T17:43:26.147+1200","2023-04-05T09:07:38.992+1200","Additonal comments has been added for Task SCTASK0063581 - Secret Server","The Warehouse Group","2023-10-01"
"12457","SD-2440","Duplicate","Closed","Service Request","2023-04-04T16:49:17.379+1200","2023-04-04T16:54:06.305+1200","Incident INC0220184  has a new comment","The Warehouse Group","2023-10-01"
"12456","SD-2439","Duplicate","Closed","Service Request","2023-04-04T16:43:41.606+1200","2023-04-04T16:45:47.989+1200","Additonal comments has been added for Task SCTASK0063876 - Secret Server","The Warehouse Group","2023-10-01"
"12455","SD-2438","Done","Closed","Service Request","2023-04-04T16:04:02.080+1200","2023-04-06T10:56:00.527+1200","Re: Testing Permissions on Azure DevOps","EMA","2023-10-01"
"12454","SD-2437","Done","Closed","Service Request","2023-04-04T15:31:36.813+1200","2023-04-06T16:40:33.424+1200","FW: [EXTERNAL] Change Request - Please create WAF policy for z-mysc-authentication-fd-pr","Southern Cross","2023-10-01"
"12453","SD-2436","Done","Closed","Service Request","2023-04-04T13:53:39.766+1200","2023-04-05T09:09:08.898+1200","Incident INC0220184 assigned to your squad: Lost access to Secrret server","The Warehouse Group","2023-10-01"
"12452","SD-2435","Done","Closed","Service Request","2023-04-04T09:32:07.802+1200","2023-04-17T10:30:50.692+1200","FW: [Veeam] Touching Base with Sealink Travel Group","Sealink","2023-10-01"
"12451","SD-2434","Done","Closed","Incident","2023-04-04T09:31:04.914+1200","2023-04-04T09:31:31.089+1200","TWG - Cloudflare healthcheck alerts","The Warehouse Group","2023-10-01"
"12450","SD-2433","Won't Do","Closed","Service Request","2023-04-04T08:54:04.671+1200","2023-04-04T13:48:27.326+1200","RE: [EXTERNAL] Fwd: DDoS Attack Detected","The Warehouse Group","2023-10-01"
"12449","SD-2432","Software failure","Closed","Incident","2023-04-04T08:46:06.376+1200","2023-04-04T08:47:29.958+1200","User rodriguk cannot log in with her profile","NZGT","2023-10-01"
"12448","SD-2431","Done","Closed","Service Request","2023-04-03T17:00:20.028+1200","2023-07-27T10:24:59.121+1200","NZGT: Patching of applications on AVD","NZGT","2023-10-01"
"12447","SD-2430","Done","Closed","Service Request","2023-04-03T15:24:51.044+1200","2023-04-05T09:10:54.760+1200","[Kordia Corp] Creating and Adding database to the availability group for PSN project","Kordia","2023-10-01"
"12446","SD-2429","Done","Closed","Service Request","2023-04-03T14:04:36.708+1200","2023-06-15T10:49:14.273+1200","[NZHL] Modernisation Roadmap workshop","NZHL","2023-10-01"
"12445","SD-2428","Duplicate","Closed","Service Request","2023-04-03T13:45:57.527+1200","2023-04-04T14:28:59.199+1200","Additonal comments has been added for Task SCTASK0063577 - Secret Server","The Warehouse Group","2023-10-01"
"12444","SD-2427","Done","Closed","Service Request","2023-04-03T12:32:59.587+1200","2023-04-04T14:58:52.980+1200","Catalog Task SCTASK0063876 for Secret Server has been assigned to group Secret Server Support","The Warehouse Group","2023-10-01"
"12443","SD-2426","Won't Do","Closed","Service Request","2023-04-03T10:28:21.102+1200","2023-04-04T10:46:52.056+1200","[NZHL] Dtu Consumption Percent . Average > 85.0 for at least 60 minutes on 'nzh-dn-pd-aue-01-sqldb'","NZHL","2023-10-01"
"12442","SD-2425","Done","Closed","Service Request","2023-04-03T10:17:09.407+1200","2023-04-03T12:18:08.529+1200","Incident INC0219926 assigned to your squad: Remove Order for Jeet Kulkarni of Secret Server","The Warehouse Group","2023-10-01"
"12441","SD-2424","Done","Closed","Service Request","2023-04-03T09:57:09.384+1200","2023-05-11T11:15:37.426+1200","FW: NZGT: NZ-Filebeat01 & NZ-Winlogbeat01","NZGT","2023-10-01"
"12440","SD-2423","Done","Closed","Service Request","2023-04-03T09:31:45.003+1200","2023-04-06T07:51:01.467+1200","Domain Controller Patching","NZGT","2023-10-01"
